account_count,P1,P2
2,0.6287148743317614,2.257429748663523
3,0.6077370328332488,1.6077370328332488,3.2154740656664975
4,0.530000113493744,1.530000113493744,2.530000113493744,4.060000226987488
5,0.4521867963515418,1.4521867963515418,2.452186796351542,3.452186796351542,4.904373592703084
